Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,218.000000,218.529999,216.880005,218.399994,213.166077,8865400
2019-11-26,218.759995,220.960007,218.389999,220.759995,215.469513,9981400
2019-11-27,221.679993,223.449997,220.660004,223.000000,217.655838,6687500
2019-11-29,223.300003,223.330002,220.289993,220.509995,215.225510,2952900
2019-12-02,220.899994,221.190002,217.460007,217.619995,212.404785,4416300
2019-12-03,216.449997,216.449997,212.929993,214.000000,208.871536,6505400
2019-12-04,213.500000,214.960007,213.190002,214.100006,210.305679,4256200
2019-12-05,214.360001,214.500000,211.770004,213.000000,209.225174,4580500
2019-12-06,214.210007,215.360001,213.899994,214.279999,210.482468,4193700
2019-12-09,214.289993,217.880005,214.179993,216.529999,212.692596,5111100
2019-12-10,216.520004,216.690002,215.100006,215.899994,212.073761,4663000
2019-12-11,211.029999,213.649994,210.610001,212.000000,208.242874,8284800
2019-12-12,212.500000,214.130005,210.729996,212.039993,208.282166,9915100
2019-12-13,212.119995,214.229996,210.669998,214.080002,210.286011,6869200
2019-12-16,214.429993,216.720001,214.300003,215.529999,211.710327,5850300
2019-12-17,216.020004,219.449997,215.869995,217.720001,213.861511,7574400
2019-12-18,218.210007,219.589996,217.639999,218.000000,214.136551,6677400
2019-12-19,218.479996,220.770004,218.279999,220.220001,216.317200,5405000
2019-12-20,220.589996,221.570007,219.800003,221.190002,217.270020,7778200
2019-12-23,222.000000,222.000000,219.139999,219.210007,215.325104,3943700
2019-12-24,219.500000,221.039993,219.220001,220.669998,216.759232,2260700
2019-12-26,220.740005,221.149994,219.589996,220.820007,216.906586,2649200
2019-12-27,221.199997,221.789993,219.779999,219.970001,216.071625,3082800
2019-12-30,220.369995,220.490005,216.550003,217.309998,213.458755,3952400
2019-12-31,217.100006,218.509995,216.440002,218.380005,214.509811,3789900
2020-01-02,219.080002,219.759995,217.839996,219.660004,215.767136,3935700
2020-01-03,217.139999,219.679993,216.750000,218.929993,215.050049,3423200
2020-01-06,216.490005,220.000000,216.399994,219.960007,216.061813,5682800
2020-01-07,219.500000,220.559998,216.899994,218.520004,214.647339,5685400
2020-01-08,218.800003,222.970001,218.669998,221.789993,217.859375,4916200
2020-01-09,222.639999,225.550003,221.850006,225.190002,221.199112,4843600
2020-01-10,224.750000,225.490005,223.029999,224.220001,220.246323,4226600
2020-01-13,224.500000,224.509995,222.679993,223.339996,219.381897,6060900
2020-01-14,222.479996,224.949997,222.309998,222.809998,218.861298,3915100
2020-01-15,222.279999,224.979996,222.130005,224.589996,220.609756,3444300
2020-01-16,225.929993,228.860001,225.399994,228.820007,224.764801,5390800
2020-01-17,229.610001,232.600006,228.910004,231.910004,227.800034,7979200
2020-01-21,231.529999,233.660004,231.059998,232.949997,228.821594,4873500
2020-01-22,233.789993,236.529999,232.880005,232.899994,228.772476,4030800
2020-01-23,232.130005,234.820007,230.639999,233.649994,229.509186,4617900
2020-01-24,234.460007,235.429993,230.559998,232.000000,227.888428,4467500
2020-01-27,228.199997,232.470001,228.199997,231.190002,227.092789,3595600
2020-01-28,231.820007,235.250000,231.350006,233.860001,229.715469,3621900
2020-01-29,234.899994,235.880005,233.399994,234.020004,229.872635,2564000
2020-01-30,232.000000,233.300003,231.570007,232.789993,228.664429,4685700
2020-01-31,232.960007,233.229996,227.889999,228.100006,224.057556,5304700
2020-02-03,230.300003,233.529999,229.350006,231.539993,227.436600,5100900
2020-02-04,234.029999,236.360001,234.029999,235.000000,230.835281,3505100
2020-02-05,237.100006,238.320007,235.860001,238.110001,233.890152,3868600
2020-02-06,238.000000,239.410004,237.479996,238.839996,234.607208,3930300
