Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,60.689999,61.049999,60.560001,60.669998,58.103729,4656800
2019-11-26,60.419998,60.540001,58.939999,59.630001,57.107719,7656500
2019-11-27,59.790001,60.169998,59.250000,60.110001,57.567417,4033800
2019-11-29,59.959999,59.990002,59.450001,59.599998,57.078987,2177900
2019-12-02,59.299999,59.500000,58.459999,59.270000,56.762951,5695000
2019-12-03,58.799999,59.080002,57.730000,58.990002,56.494793,4816600
2019-12-04,59.689999,59.820000,58.650002,58.910000,56.418179,3765700
2019-12-05,59.060001,59.310001,58.470001,59.099998,56.600136,3814800
2019-12-06,59.380001,59.919998,58.590000,58.630001,56.150021,3477200
2019-12-09,58.529999,59.070000,58.310001,58.709999,56.226635,3953500
2019-12-10,58.849998,58.900002,58.250000,58.410000,55.939327,3400800
2019-12-11,58.150002,58.439999,57.759998,58.009998,55.556240,2951000
2019-12-12,58.310001,59.279999,58.139999,58.580002,56.102135,3139800
2019-12-13,58.509998,58.810001,57.689999,57.880001,55.431744,4356400
2019-12-16,58.180000,58.770000,57.779999,57.799999,55.355125,5461500
2019-12-17,57.860001,58.000000,56.759998,57.090000,54.675159,5417500
2019-12-18,57.230000,57.509998,56.930000,57.200001,54.780510,4906100
2019-12-19,57.549999,58.820000,57.340000,57.750000,55.307240,5198900
2019-12-20,58.330002,58.980000,57.759998,58.389999,55.920170,8433100
2019-12-23,58.709999,59.000000,58.419998,58.570000,56.092560,4813200
2019-12-24,58.900002,58.919998,58.279999,58.349998,55.881863,1475400
2019-12-26,58.340000,59.020000,58.299999,58.900002,56.408600,2736100
2019-12-27,58.919998,59.029999,58.380001,59.020000,56.523521,3647600
2019-12-30,59.090000,59.599998,58.810001,58.910000,56.418179,3264500
2019-12-31,58.820000,59.470001,58.810001,58.959999,56.466061,3305100
2020-01-02,59.279999,59.590000,58.700001,59.080002,56.580986,5700500
2020-01-03,58.540001,59.349998,58.180000,59.080002,56.580986,4892300
2020-01-06,59.040001,59.779999,58.480000,59.590000,57.069412,6003300
2020-01-07,59.220001,59.480000,58.619999,59.290001,56.782104,4365700
2020-01-08,56.049999,56.799999,54.910000,55.830002,53.468460,17431800
